song_key,artist_key,year,lyrics,to_country,matched_song_key,matched_artist_key,Album Date,danceability,energy,valence,tempo,acousticness,instrumentalness,speechiness,liveness,loudness,key,music_available,lyrics_translation,language,total_words,negative,positive,sentiment_score,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,dominant_theme,arc,ending,arc_fit_pct,total_emotion_words,joy_pct,fear_pct,sadness_pct,anger_pct,trust_pct,disgust_pct,anticipation_pct,surprise_pct
hearts of our sound,compact disco,2012,"The whole big world is just one place You can say it's all the same You may feel hatreds it sows We can show it's no way to go  This is the sound of our hearts, if you listen This is a zeal from above and it can say it all This is a fever they can't take away This is the sound of... the sound of... the sound of our hearts  The sound of our hearts The sound of our hearts  Harmony can be achieved Just find some way to get connected Differences may not be wrong They enrich the things that we know  Different faiths, different views All we can do is to turn them in key  This is the sound of our hearts, if you listen This is a zeal from above and it can say it all This is a fever they can't take away This is the sound of... the sound of... the sound of...  This is the sound of our hearts, if you listen This is a zeal from above and it can say it all This a fever they can't take away This is the sound of... the sound of... the sound of our hearts  The sound of our hearts The sound of our hearts",Hungary,hearts of our sound,compact disco,2012-05-01,41,82,25,80,1,0,0,10,-4,B minor,TRUE,English,English,47,4,5,1,0,3,0,3,4,0,3,4,joy,rise-fall,sad ending,40,17,23.52941176470588,17.647058823529413,0,0,23.52941176470588,0,17.647058823529413,17.647058823529413
free love set will you,engelbert humperdinck,2012,"So graceful and pure A smile bathed in light No matter the distance A miracle of sight  Though I should have known I could not turn away When faced with your beauty No reason can stay  As you kiss him in the moonlight With heavy words I say  If you love someone, follow your heart 'Cause love comes once if you're lucky enough Though I'll miss you forever, the hurt will run deep Only love can set you free  Trust in your dreams Run with no fear And if you should stumble Remember I'm near  As a ghost I will walk I'll look deep in my soul I might find another You gave me that hope  So as you kiss him in the moonlight With heavy words I say  If you love someone, follow your heart Because love comes once, if you're lucky enough Though I'll miss you forever and the hurt will run deep Only love can set you free  And if you love someone, follow your heart 'Cause love comes once, if you're lucky enough Though I'll miss you forever, the hurt will run deep Love will set you free, yeah....",United Kingdom,free love set will you,engelbert humperdinck,2012-05-06,46,32,24,120,86,0,0,10,-8,D minor,TRUE,English,English,72,8,21,13,6,4,0,5,18,3,8,4,joy,fall-rise-fall,sad ending,25,48,37.5,10.416666666666668,6.25,12.5,8.333333333333332,0,8.333333333333332,16.666666666666664
stay,tooji,2012,"I hear music as I walk down the street Start moving to the rhythm, heart is pumping the beat I hear the people shout out: ""Turn up the music louder"" Better start running if you can't stand the heat  What's it doin' to me? I feel it settin' me free It's like I'm losin' all control You know it's makin' me hot and baby I don't stop It's like a fire in my soul  I don't know what I'm doing tonight But this rush, it is making me stronger I don't know if it's wrong or it's right But I know I want you to stay (Nana nana nana) Stay (Nana nana nana)  My heart beats faster as I'm scanning the crowd My meters are peaking, I can tell you're around It's like I'm on a (high now), nothing can pull me (down now) Sirens are calling and I can't kill the sound  What's it doin' to me? I feel it settin' me free It's like I'm losin' all control You know it's makin' me hot and baby I don't stop It's like a fire in my soul  I don't know what I'm doing tonight But this rush, it is making me stronger I don't know if it's wrong or it's right But I know I want you to stay (Nana nana nana) Stay (Nana nana nana)  Work it, move your body, baby You better (work) – nana nana nana You better (work) – nana nana nana Come on now, work it, move your body, baby You better (work) – nana nana nana You better (work)  I don't know what I'm doing tonight But this rush, it is making me stronger I don't know if it's wrong or it's right But I know I want you to stay  I don't know what I'm doing tonight But this rush, it is making me stronger I don't know if it's wrong or it's right But I know I want you to stay (Nana nana nana) Stay (Nana nana nana)",Norway,stay,tooji,2012-01-16,61,91,59,127,0,0,10,0,-3,F minor,TRUE,English,English,111,6,9,3,3,2,0,3,6,3,1,0,joy,fall-rise-fall,sad ending,13.043478260869565,18,33.33333333333333,16.666666666666664,16.666666666666664,16.666666666666664,0,0,11.11111111111111,5.555555555555555
love unlimited,marinova sofi,2012,"Dorem dem dem dej Dorem dem dem dej Dorem dem dem dej ja  Dorem dem dem dej Dorem dem dem dej Dorem dem dem dej ja  Pesenta, njama granica, ezik i cvjat Ne poznava beden i bogat Vsički pejat po sveta, pejat vse za ljubovta  Ljubovta njama granica, ezik i cvjat Ravna e za vsički v tozi cvjat Za teb, za men, za tjakh  Seviyorum seni, s' agapao poli Yo te quiero a ti, volim te, mon chéri Teb običam, samo teb običam Teb običam kazvam az  But dehaftu mange, voglio bene a te Mən səni sevirəm, ya habibi, je t'aime Teb običam, samo teb običam Njama granici za nas  Bolkata, njama granica, ezik i cvjat Ne poznava beden i bogat Padat s'štite s'lzi štom života ni rani  Ljubovta njama granica, ezik i cvjat Ravna e za vsički v tozi svjat Za teb, za men, za tjakh  Dorem dem dem dej Dorem dem dem dej Dorem dem dem dej ja  Dorem dem dem dej Dorem dem dem dej Dorem dem dem dej ja  Seviyorum seni, s'agapao poli Yo te quiero a ti, volim te, mon cheri Teb običam, samo teb običam Teb običam kazvam az  But dehaftu mange, voglio bene a te Mən səni sevirəm, ya habibi, je t'aime Teb običam, samo teb običam Njama granici za nas, I love you so much  Dorem dem dem dej Dorem dem dem dej Dorem dem dem dej ja  I love you so much",Bulgaria,love unlimited,marinova sofi,2013-08-22,75,66,86,130,14,0,10,30,-9,B minor,TRUE,"The song has no limits, language and color
It doesn’t recognize who’s poor and who’s rich
Everybody sings in this world, sings about love
Love has no limits, language and color
It’s equal for everybody on this world
For me, for you, for them I love you so much, I love you so much
I love you, I love you, my darling
I love you, I love only you
I say that I love you I love you so much, I love you so much
I love you, I love you, I love you
I love you, I love only you
There are no limits for us Pain has no limits, language and color
It doesn’t recognize who’s poor and who’s rich
The same tears fall when life wounds us Love has no limits, language and color
It`s equal for everybody on this world
For me, for you, for them I love you so much, I love you so much
I love you, I love you, my darling
I love you, I love only you
I say that I love you I love you so much, I love you so much
I love you, I love you, I love you
I love you, I love only you
There are no limits for us, I love you so much I love you so much",Bulgarian (10 other),75,11,37,26,0,0,0,1,35,2,0,2,joy,fall-rise,happy ending,25.64102564102564,40,87.5,2.5,5,0,5,0,0,0
unbreakable,sinplus,2012,"You can do anything you want It doesn't matter how hard it is You can do it, you can do it  So please, don't mind, close your eyes Take a trip outside your head You can give me more  Swim against the stream Following your wildest dream, your wildest dream Swim against the stream Following your wildest dream, your wildest dream Swim against the stream Following your wildest dream, your wildest dream  Unbreakable, unbreakable Unbreakable, unbreakable  Don't stop rock, rock this place Don't stop tryin', try your best Don't stop, don't stop movin'  Today without a doubt, a good vibe is in the crowd You can do it, you can do it, you can do it Unbreakable, unbreakable You can give me more  Swim against the stream Following your wildest dream, your wildest dream Swim against the stream Following your wildest dream, your wildest dream Swim against the stream Following your wildest dream, your wildest dream  Unbreakable Unbreakable  So please, don't mind, close your eyes Take a trip outside your head  Unbreakable, unbreakable Unbreakable, unbreakable You can give me more  Swim against the stream Following your wildest dream, your wildest dream Swim against the stream Following your wildest dream, your wildest dream (You can give me more)  Swim against the stream Following your wildest dream, your wildest dream (Unbreakable) Swim against the stream Following your wildest dream, your wildest dream  Unbreakable",Switzerland,unbreakable,sinplus,2012-04-06,49,95,50,144,1,0,0,0,-3,D,TRUE,English,English,97,2,0,-2,0,10,0,11,10,1,2,1,fear,rise-fall-rise,happy ending,100,35,28.57142857142857,31.428571428571427,2.857142857142857,0,2.857142857142857,0,28.57142857142857,5.714285714285714
nebo,badrić nina,2012,"Poslušaj me kad ti kažem sve sam probala Još si u mislima mojim, još te svojim osjećam A čujem da ljubiš i kažu mi ljudi da briga te Ja, k'o da pameti nemam, još tebi nadam se  Ma sve ti nebo vrati i zapamti svaki dug Svatko od nas sanja a nebo određuje put Sve ti nebo vrati, netko gore to vidi sve I ove moje suze na duši nosit ćeš  A čujem da ljubiš i kažu mi ljudi da briga te Ja, k'o da pameti nemam, tebi još nadam se  Ma sve ti nebo vrati i zapamti svaki dug Svatko od nas sanja a nebo određuje put Sve ti nebo vrati, netko gore to vidi sve I ove moje suze na duši nosit ćeš  (Sve) hej, (sve) sve... Sve ti nebo vrati (Sve, sve) Neko to gore vidi sve O... neko to gore vidi sve Sve... sve...  (Sve ti nebo vrati) Sve ti nebo vrati (Netko gore to vidi sve) (Ove moje suze na duši nosit ćeš) Neko to gore vidi sve",Croatia,nebo,badric nina,2012-03-23,52,65,31,113,46,0,0,0,-6,G minor,TRUE,"Listen to me when I tell you
I've tried everything
you're still in my thoughts
it still feels like your mine But I hear you're kissing others
and people tell me you don't care
it's like I've lost my mind
I still hope for you Ref:
Well, heaven gives everything back in return
and remembers every debt
we all dream
but heaven decides our path Heaven gives everyting back in return
God sees everything
and these tears of mine
you'll carry upon your conscience I'll hide
behind the wet, cold streets
so I'll never see anyone
so I never meant anything to you But I hear you're kissing others
and people tell me you don't care
it's like I've lost my mind
I still hope for you Ref:",Croatian,40,4,3,-1,0,3,0,2,3,3,2,4,trust,rise-fall,sad ending,27.27272727272727,17,17.647058823529413,11.76470588235294,17.647058823529413,0,23.52941176470588,0,17.647058823529413,11.76470588235294
blundar jag när,pernilla,2012,"Tätt intill, doften av oss två Vända sig om, samma skjorta i blå Doften jag känner vore inget utan dig  Som en sjö utan vatten, som en lykta utan ljus Ett liv utan färger – det är inte du Nå'n man ser då man blundar, som en ängel framför Nå'n som hjälper en att flyga då man glömt hur man gör  Kär utan känslor eller skratta utan ljud Ett liv utan färger – det är inte du Nå'n som glömt alla bekymmer, en kvinna med mod Nå'n som fattar vad man säger fast man talar utan ord  Sätt dig ner, vi håller din hand Berätta vem du är, vi finns för varann Alla minnen vore inget utan dig  Som en sjö utan vatten, som en lykta utan ljus Ett liv utan färger – det är inte du Nå'n man ser då man blundar, som en ängel framför Nå'n som hjälper en att flyga då man glömt hur man gör  Kär utan känslor eller skratta utan ljud Ett liv utan färger – det är inte du Nå'n som glömt alla bekymmer, en kvinna med mod Nå'n som fattar vad man säger fast man talar utan ord  Som en sjö utan vatten, som en lykta utan ljus Ett liv utan färger – det är inte du Nå'n man ser då man blundar, som en ängel framför Nå'n som hjälper en att flyga då man glömt hur man gör  Kär utan känslor eller skratta utan ljud Ett liv utan färger – det är inte du Nå'n som glömt alla bekymmer, en kvinna med mod Nå'n som fattar vad man säger fast man talar utan ord",Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Close to each other, the scent of us two
Turns around, the same shirt but blue
The scent I sense would be nothing without you
Like an ocean without water,
like a lantern without light A life without colours, that's not you
Someone you see when you close your eyes
like an angel before you
Someone who helps you
fly when you've forgot how to do it Beloved without feelings or laughter without sound
A life without colours, that's not you
Someone who's forgot all worries
a woman with courage
Someone who understands what you feel
even though you speak without words Sit down, we hold your hand
Tell who you are
We exist for each other
All memories would be nothing without you Like an ocean without water,
like a lantern without light
A life without colours, that's not you Someone you see when you close your eyes
like an angel before you
Someone who helps you
fly when you've forgot how to do it Beloved without feelings or laughter without sound
A life without colours, that's not you Someone who's forgot all worries
a woman with courage
Someone who understands what you feel
even though you speak without words Like an ocean without water, like a lantern without light
A life without colours, that's not you
Someone you see when you close your eyes, like an angel before you
Someone who helps you fly when you've forgot how to do it Beloved without feelings or laughter without sound
A life without colours, that's not you
Someone who's forgot all worries, a woman with courage
Someone who understands what you feel even though you speak without words",Swedish,89,3,9,6,3,6,0,0,6,1,6,3,anticipation,fall,sad ending,6.666666666666667,25,24,0,4,12,12,0,24,24
minha vida,filipa sousa,2012,"Sigo as ruas da cidade Velha, escura, imperfeita Cheira a beijos de saudade Numa praça que se enfeita  Há uma criança que corre Uma vizinha que espreita E em mim só segue o desejo De chegar p'ra te abraçar  E em mim só segue o desejo De chegar p'ra te abraçar  Se fosses luz, amor, ai luz do dia Sorriso inspirador de fantasia Se fosses água, amor, qual água pura Que mata a sede à flor da ternura  Se fosses luz, amor, ai luz do dia Sorriso inspirador de fantasia Mas entre tudo que possas ser na vida Só quero, meu amor, sejas vida minha  E em mim só segue o desejo De chegar p'ra te abraçar  Se fosses luz, amor, ai luz do dia Sorriso inspirador de fantasia Se fosses água, amor, qual água pura Que mata a sede à flor da ternura  Se fosses luz, amor, ai luz do dia Sorriso inspirador de fantasia Mas entre tudo que possas ser na vida Só quero, meu amor, sejas vida minha  Mas entre tudo que possas ser na vida Só quero, meu amor, sejas vida minha",Portugal,minha vida,filipa sousa,2012-07-16,58,85,48,108,75,0,0,10,-4,F#/G♭,TRUE,"I walk along the streets of the city, old, dark, imperfect
It smells like yearning kisses, in a embellishing square
A child is running, a neighbour is peeking
And within me the desire to return and embrace you
And within me the desire to return and embrace you If you were light, my love, oh light of the day
Inspiring smile of fantasy
If you were water, my love, like pure water
That quenches the thirst of the tenderness flower If you were light, my love, oh light of the day
Inspiring smile of fantasy
But among everything you can become in your life
I only want, my love, be the life of mine And within me the desire to return and embrace you If you were light, my love, oh light of the day
Inspiring smile of fantasy
If you were water, my love, like pure water
That quenches the thirst of the tenderness flower If you were light, my love, oh light of the day
Inspiring smile of fantasy
But among everything you can become in your life
I only want, my love, be the life of mine But among everything you can become in your life
I only want, my love, be the life of mine",Portuguese,79,7,19,12,0,7,0,0,20,3,9,8,joy,fall-rise-fall,sad ending,15.555555555555555,47,42.5531914893617,0,6.382978723404255,0,17.02127659574468,0,14.893617021276595,19.148936170212767
a im joker,anri jokhadze,2012,"Molodini dasruldeba Koveli dghe ushenod martoobistvis Menaneba, sheni khma menatreba Satqmeli yoveltvis mainc rcheba  Do, do, do what you wanna Do, do, do what you wanna Do, do, do what you wanna Do, do, do what you wanna  I'm a joker, I'm a rocker Hold me baby, love me baby, forever, ever, ever I'm a shocker (you are), I'm a poker (oh yeah) Got no fear, got no tear baby Never and never  I'm a talker and straight-walker I'm a broker, evil-blocker Got no fear, got no tear, baby Never and never  I'm a slaker, trouble-breaker Fortune-maker, care-taker I'm just a womanizer Let me be your supervisor  I'm a joker, I'm a rocker I'm a shocker, I'm a poker Got no fear, got no tear, baby Never, never, never, never, never  I'm a talker and straight-walker I'm a broker, evil-blocker Got no fear, got no tear, baby Never, never, baby  Don't let me go Or my dreams could tumble down, baby Never, never, baby  No, no hesitation! No, no fluctuation!  Shake your body up, and do the dance, honey Shake your body up, ain't got no funny I wanna fly, ooh...  Oh... baby  I'm a joker, I'm a rocker I'm a shocker, I'm a poker Hold me baby, love me baby, never and never Don't let me go or my dreams could tumble down baby Never and never  Forever and ever",Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,English,English/Georgian,95,16,3,-13,7,1,2,8,20,2,4,2,joy,fall-rise,happy ending,12.82051282051282,46,43.47826086956522,17.391304347826086,4.3478260869565215,15.217391304347828,4.3478260869565215,4.3478260869565215,2.1739130434782608,8.695652173913043
and me you,franka joan,2012,"I was five, you were three We were dancing in the street And you looked just like an angel You looked up and saw the sky Saw the birds and wondered why They could fly away so high  In the morning I would wake And my heart just couldn't wait To play in your backyard In the evening I would go Telling you I love you so And I couldn't wait to see you again  It's you and me and everybody out there And I can see that everybody knows About you and me, but I don't really care for it I can see that everybody knows about us  We grew up knowing love Thanking God up above That we could be together forever We would never say goodbye 'Cause we promised, you and I But our love couldn't handle time  And I see you walking by my house And wonder why we don't play around no more Such a shame we have no time They were wrong and we were right I still love you and in my mind  It's you and me and everybody out there And I can see that everybody knows About you and me, but I don't really care for it I can see that everybody knows about us  So I'm lying in bed thinking 'bout the old days Thinking 'bout it all and how it ends sometimes Was it wrong or right or was I good enough?  It's you and me and everybody out there And I can see that everybody knows About you and me and everybody out there And I can see that everybody knows About you and me, but I don't really care for it I can see that everybody knows about us",Netherlands,and me you,franka joan,2012-02-26,68,65,74,98,17,0,0,0,-6,F#/G♭,TRUE,English,English,49,4,6,2,3,6,2,2,6,1,1,2,anticipation,fall-rise,happy ending,20.833333333333336,23,26.08695652173913,8.695652173913043,4.3478260869565215,13.043478260869565,8.695652173913043,8.695652173913043,26.08695652173913,4.3478260869565215
are heroes the we,litesound,2012,"When the night is falling from the sky Just keep driving on a highway When the world is deaf to all your cries Just keep going, you'll be there someday  You're not alone, we're against them all Hold on to me, I'll never let you fall Even if someday all hope is gone I will not give up  Whatever's standing in my way, we'll make it through the day 'Cause we are the winners, we are the heroes We're breaking down the walls, we're gonna hit them all 'Cause we are believers, we are the dreamers  No matter what they say, no matter what they do I'll make it alright, I'll make it for you We're breaking down the walls We are the heroes  As I stand beneath the starry sky I just lose faith in gravity And it feels like I can learn to fly Bring to life all my fantasies  You're not alone, we're against them all Hold on to me, I'll never let you fall Even if someday all hope is gone I will not give up  Whatever's standing in my way, we'll make it through the day 'Cause we are the winners, we are the heroes We're breaking down the walls, we're gonna hit them all 'Cause we are believers, we are the dreamers  No matter what they say, no matter what they do I'll make it alright, I'll make it for you We're breaking down the walls We are the heroes, we are the heroes  Whatever's standing in my way, we'll make it through the day 'Cause we are the winners, we are the heroes We're breaking down the walls, we're gonna hit them all 'Cause we are believers, we are the dreamers  No matter what they say, no matter what they do I'll make it alright, I'll make it for you We're breaking down the walls We are the heroes",Belarus,are heroes the we,litesound,2018-09-30,52,89,51,120,1,0,0,0,-4,C♯/D♭ minor,TRUE,English,English,82,11,4,-7,4,4,1,1,4,4,3,3,anger,rise-fall,sad ending,45,24,16.666666666666664,4.166666666666666,16.666666666666664,16.666666666666664,12.5,4.166666666666666,16.666666666666664,12.5
time,izabo,2012,"Time, time, don't let me down You're the man in my playground What you say I will obey night and day  Feel free to turn me on Feel free to change my song I will count and you will go on sing my song  I say (Zman-man, ten li rak siman man, ten li et hazman) (Lama lokhets alay? Tishan) You got to give me more time (Zman-man, lama lo tishan-shan? Tagid li kama zman) (Lama lihyot shakhor lavan?)  Time, time, could you be mine? I will feed you songs and wine I'll make you lazy, I'll make you late Wait, wait, wait  Wait, wait, we two are one But you always take the lead I lay down and you just run Mind your speed  I say (Zman-man, ten li rak siman man, ten li et hazman) (Lama lokhets alay? Tishan) You got to give me more time) (Zman-man, lama lo tishan-shan? Tagid li kama zman) Gimme, gimme, gimme, gimme time (Lama lihyot shakhor lavan?) You don't know what we talk about  (Zman... zman...)  (Zman-man, ten li rak siman man, ten li et hazman) (Lama lihyot shakhor lavan?)  Time, time, don't let me down",Israel,time,izabo,2012-03-30,49,82,73,130,1,0,0,0,-4,B,TRUE,English,English/Hebrew,107,1,3,2,0,16,0,2,2,2,1,4,anticipation,fall-rise,happy ending,50,27,7.4074074074074066,7.4074074074074066,7.4074074074074066,0,14.814814814814813,0,59.25925925925925,3.7037037037037033
network oh oh oh oh social song the uh,monetta valentina,2012,"Ooh... ooh... (I like)  Are you ready for a little chat and a song about the Internet? It's a story 'bout a social door you've never seen before If you wanna be seen by everyone Wanna be in the dream and have some fun If you wanna be on the hook, simply take a look  Oh oh, ooh oh oh... Everybody loves you so Ooh ooh, ooh oh oh... Everybody lets you know  Do you wanna be more than just a friend? Do you wanna play cybersex again? If you wanna come to my house Then click me with your mouse  Hello, ooh oh oh... Never gonna let you go  You're loggin' in, then it begins And your computer is waking you, taking your time away The scene is right for social light You're on the Internet, anywhere, anytime, night and day  Oh oh, ooh oh oh... (I like) Everybody loves you so Ooh ooh, ooh oh oh... (Mi piace) Never gonna let you go  So you wanna make love with me? Am I really your cup of tea? Are you really the one that's you and am I really me?  Oh oh, ooh oh oh... (I like) Everybody loves you so Social network, oh... (Mi piace) Never gonna let you go  You're loggin' in with just a friend But soon the Internet's beeping and peeping around the bend We used to greet friends on the street But now it's googling, giggling, gaggling when we meet  Beep beep, ooh oh oh... How about a little chat? Oh oh, network fans... Meet you on the Internet!  Do you really like politics? Wanna talk about dirty tricks? Are you really a sex machine or just some beauty queen? Everybody is better than before Everybody is calling out for more Everybody in cyberville is knocking on your door  Beep beep, ooh oh oh...  (I like) Everybody does a show Ooh ooh, ooh oh oh... (Mi piace) If you like it, click and go  Now you know it is easy loggin' in For a little more fun and cyber sin Wanna know what the net's about? The hard part's loggin' out?  Ooh ooh, ooh oh oh... now I've got a million friends Goodbye network fans, this is how the story ends Ooh ooh (Beep beep)",San Marino,network oh oh ohuhoh social song the,monetta valentina,2012-03-24,73,95,90,106,41,0,0,10,-4,G#/A♭ minor,TRUE,English,English (Italian),131,3,11,8,3,8,2,1,7,1,0,4,anticipation,fall,sad ending,12.5,26,26.923076923076923,3.8461538461538463,3.8461538461538463,11.538461538461538,15.384615384615385,7.6923076923076925,30.76923076923077,0
verjamem,boto eva,2012,"Ah... ah... ah... Hrepenim iz globin, čez nebo rišem sonce Preko sanj le zanj mečem luč v njegove sence Ki slovo jemljejo, brez spomina z luknjami Kot med dlanmi da odteče pesek časa  Verjamem, da znova ujela se bova In včeraj za zmeraj se vrne z reko luči Še pesem našla si pot bo do rim če grem za njim  Ah... ah... ah... ah...  Čutim da grem do dna, nemi glas poje v molu Vendar pa zavel mi ne bo veter belih zastav  Verjamem, da znova ujela se bova In včeraj za zmeraj se vrne z reko luči Nov dan lačen je sonca in nezlagan  Uh... (Ker jaz ne predam se pred koncem) (Ker jaz ne predam se pred koncem) Ker jaz se ne predam pred koncem Jaz preživim le na svoj način Da hrepenim, ha... (Ker jaz ne predam se pred koncem)",Slovenia,verjamem,boto eva,2012-05-07,36,54,12,132,31,0,0,10,-6,F minor,TRUE,"Ah… ah… ah…
I am longing from the bottom of my heart, drawing sun across the sky
Over the dreams just for him, casting light﻿ onto his shadows
To bid farewell of memories which have holes
As between the palms of hands, while the sand of time drains I believe that again, we will reconcile
And yesterday will return for good with streams﻿ of light
Even the song will find it’s rhymes if I hold to him Ah… ah… ah… ah… I sense I am drawing to a close, a silent voice is singing in minor scale
However, the wind will not blow air into my white flags I believe that again, we will reconcile
And yesterday will return for good with streams﻿ of light
A new day is shining a real sun﻿ Oh… (Because I do not surrender towards the end)
(Because I do not surrender towards the end)
Because I do not surrender towards the end
I survive only by it’s way
That I long for, oh…",Slovene,62,6,3,-3,0,4,0,3,2,5,1,2,sadness,rise-fall,sad ending,63.63636363636363,17,11.76470588235294,17.647058823529413,29.411764705882355,0,11.76470588235294,0,23.52941176470588,5.88235294117647
close dont eyes your,jason mai max,2012,"(God save me)  Hey, where is the way to heaven's hell That's what I ask when I feel broken  Look around what's happening abounds And listen to the frequency of a sound Of the beat, of a heartbeat, of your death beat  Don't close your eyes And pray all the night Try to call all angels To save our lives  How do you feel now? After all fails in love Embraced by devil's arms  Look around what's happening abounds And listen to the frequency of a sound Of the beat, of a heartbeat, of your death beat  Don't close your eyes And pray all the night Try to call all angels To save our lives  Let me get out of here Let me get out of here Let me get out of here Let me get out of here  Save me  Don't close your eyes (Stay awake) And pray all the night (Say your prayer now) Try to call all angels (Angels above) To save our lives (Save our lives)  Don't close your eyes (Don't close your eyes) To save our lives",Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,English,English,68,5,3,-2,4,6,3,8,12,4,5,11,joy,rise,happy ending,33.33333333333333,53,22.641509433962266,15.09433962264151,7.547169811320755,7.547169811320755,20.754716981132077,5.660377358490567,11.320754716981133,9.433962264150944
euro neuro,amadeus rambo,2012,"Euro sceptic, analphabetic Try not to be hermetic, ha ha ha...  Euro neuro Don't be sceptic, hermetic, pathetic, analphabetic Forget old cosmetic, you need new poetic, esthetic, eclectic, dialectic  Euro neuro Don't be dogmatic, bureaucratic, you need to become pragmatic To stop change climatic, automatic Need contribution from the institution to find solution for pollution To save the children of the evolution  Euro neuro (Euro neuro) Euro neuro – monetary break dance Euro neuro (Euro neuro) Euro neuro – give me chance to refinance  Blaue Grotte Ausflug do Žanjica Heute habe obotnica  Euro neuro I don't like snobism, nationalism, puritanism, I am different organism My heroism is pacifism, altruism, I enjoy bicyclism Liberalism, tourism, nudism, optimism It is good for reumatism  Euro neuro (Euro neuro) Euro neuro  – give me chance to refinance  Euro neuro I got no ambition for high position, in competition with air condition Different mission, different school, I got only one rule Always stay cool, like a swimming pool  Euro neuro (Euro neuro) Euro neuro – monetary break dance Euro neuro (Euro neuro) Euro neuro – give me chance to refinance  Euro neuro (Euro neuro) Euro neuro Euro neuro (Euro neuro) Euro neuro – give me chance to refinance  Euro neuro (Euro neuro) Euro neuro – monetary break dance Euro neuro (Euro neuro) Euro neuro – give me chance to refinance",Montenegro,euro neuro,amadeus rambo,2012-03-15,57,88,54,114,6,0,10,30,-6,D,TRUE,English,English (German/ Montenegrin),145,5,5,0,0,8,2,2,8,1,10,11,trust,rise-fall,sad ending,69.23076923076923,42,19.047619047619047,4.761904761904762,2.380952380952381,0,26.190476190476193,4.761904761904762,19.047619047619047,23.809523809523807
beautiful song,anmary,2012,"I was born in distant nineteen-eighty The year that Irish Johnny Logan won Thirty years or more, they still remember So dream away, today's the day, I'm singing my song  When I join this grand parade of winners And we've made this song a worldwide hit I will buy oh my own mike to sing in And all the jobs I've had before I'm surely gonna quit  Beautiful song is on the radio, is in the TV shows and plays on and on Beautiful song that everybody hums and everybody loves Beautiful song is on the radio, is in the TV shows and plays on and on Beautiful song that everybody hums and everybody loves  My mamma said to grow and be a singer Dad just smiled and gave me my guitar I did my best and I'll be so much better Brightest of the highest and the farthest of the stars  And on the day when Sir Mick Jagger phones me Tell him please that I am very busy Writing brand new songs with Paul McCartney ""So sorry, Mick, I'll call you back, one day I'll call you back""  Beautiful song is on the radio, is in the TV shows and plays on and on Beautiful song that everybody hums and everybody loves Beautiful song is on the radio, is in the TV shows and plays on and on Beautiful song that everybody hums and everybody loves  Beautiful song is on the radio, is in the TV shows Beautiful song that everybody hums and everybody loves  Beautiful song is on the radio, is in the TV shows and plays on and on Beautiful song that everybody hums and everybody loves (Beautiful song is on the radio, is in the TV shows and plays on and on) Beautiful song that everybody hums and everybody loves",Latvia,beautiful nworks remix song,anmary,2013-10-31,73,82,92,120,6,0,0,30,-6,G#/A♭ minor,TRUE,English,English,115,0,25,25,1,3,0,1,17,1,1,4,joy,fall-rise,happy ending,6.41025641025641,28,60.71428571428571,3.571428571428571,3.571428571428571,3.571428571428571,14.285714285714285,0,10.714285714285714,3.571428571428571
would you,iris,2012,"Come and find me, I've been hiding from you Come and get me, running from you It's been easy, easy for you To believe me when I say I love you  But what would you do when my house was empty? My life in a bag and away from you You took my love for granted, would you really miss me? Any other guy would do, but would you?  It's a secret and a question for you Where I'm at now, what are you gonna do? If you run here and look for me now Are we done here or starting somehow?  But what would you do when my house was empty? My life in a bag and away from you You took my love for granted, would you really miss me? Any other guy would do, but would you? Would you?  It's a two-way street and I know that But don't look back Still I wonder, still I wonder  What would you do when my house was empty? My life in a bag just to be with you But when I'm at your door, will you say you missed me? Any other guy would do Yeah, any other guy would do, but would you?  Would you? Oh, would you? I love you",Belgium,would you,iris,2012-01-01,58,44,21,109,35,0,0,50,-7,E,TRUE,English,English,37,3,6,3,0,0,0,1,4,0,0,1,joy,fall-rise,happy ending,33.33333333333333,6,66.66666666666666,16.666666666666664,0,0,16.666666666666664,0,0,0
