  #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
2133,"Johnny Blue","Lena Valaitis",114,7B,45,2023-06-23,03:01,39,"schlager, schlagerparty","","Meine größten Erfolge",1994-05-27,63,78,0,55,0,10,-9,F,4,5e6KfjLDK12b19zGnHaDf4,"Ariola",DEC718100021
2134,"Bye Bye Baby","Catcat",130,10A,87,2023-06-23,03:04,29,"iskelmä, finnish pop, finnish rock","","Bye Bye Baby",1994-05-01,62,3,0,57,0,20,-4,B minor,4,3EBpZ6cX1TwAuQEGsrjega,"Poptori",FIBBA9400007
2135,"Alle Mine Tankar","Silje Vige",110,4A,23,2023-06-23,04:06,0,"norwegian pop","","Alle Mine Tankar",1994-04-19,54,80,0,22,0,10,-15,F minor,4,5VTuKkNF4MRQg6VMIBLOBW,"Kirkelig Kulturverksted",NOFKF9405160
2136,"Alle Mine Tankar","Silje Vige",110,4A,23,2023-06-23,04:06,19,"norwegian pop","","Alle Mine Tankar",1994-04-19,54,79,0,22,0,10,-15,F minor,4,2vjWIL15xP9nkUOPlyoFbn,"Kirkelig Kulturverksted",NOFKF9405160
2137,"More Than Love","Chris and Moira",100,4B,40,2023-06-23,03:10,0,"","","More Than Love",1994-03-05,46,39,0,24,0,10,-14,G#/A♭,4,1ZizKzFJ5DM5ZifOHr2RHr,"chris and moira",GBKPL1252179
2138,"Making Your Mind Up","Bucks Fizz",174,10B,83,2023-06-23,02:38,39,"","","The Best Of Bucks Fizz",1994-02-17,64,2,0,98,0,0,-11,D,4,5tK13ThQnZJF1YOVjQ0FAx,"Ariola Express",GBARL8100025
2139,"כאן","Orna & Moshe Datz",118,10A,68,2023-06-23,03:00,0,"","","האוסף וכל מה שקדם",1994-01-10,70,35,0,96,0,10,-9,B minor,4,5ELZwPGg49r2fljyMllyaG,"Hed Arzi Ltd",IL1001085700
2140,"Je Suis Un Vrai Garcon","Nina Morato",115,10B,63,2023-06-23,03:01,6,"","","Je Suis La Mieux",1994-01-01,59,9,0,69,0,10,-8,D,4,1CSUmUCpkyonz3FY6LFNLC,"Universal Music Division Label Panthéon",FRZ029400480
2141,"Kinek mondjam el vétkeimet?","Friderika",109,10B,21,2023-06-23,03:24,19,"","","Friderika",1994-01-01,44,84,0,31,0,10,-15,D,4,0CaFSDIraBEVmqIzp4Dozl,"EMI",HUA321000138
2142,"Nætur","Sigga Beinteins",104,11B,65,2023-06-23,03:04,0,"","","Nætur - Night Times",1994-01-01,60,57,0,60,0,0,-9,A,4,3SDjNlUhaIiJ5Bf6CzMrhO,"Alda Music",ISA109403601
2143,"Lopšinė Mylimai","Ovidijus Vyšniauskas",126,9B,40,2023-06-23,03:07,7,"","","...Muzika Iš Nakties Ir Dienos...",1994-01-01,64,61,0,45,0,0,-13,G,4,4PFxdMtFjwLUtZAH9BTyRW,"Ovidijus Vyšniauskas",LTB819400010
2144,"Waar Is De Zon","Willeke Alberti",76,6B,30,2023-06-23,03:29,8,"hollands, nederpop","","Zomaar Mijn Dag",1994-01-01,23,70,0,16,0,20,-13,A#/B♭,4,72WaXgWcQwiFNE6YWhsH3B,"Universal Music, a division of Universal International Music BV",NLA270800299
2145,"Duett","Jan Werner, Elisabeth Andreassen",73,3B,37,2023-06-23,03:13,30,"norwegian pop, christmas, dansband","Pop","Duett",1994-01-01,37,56,0,6,0,0,-10,C♯/D♭,4,2YIOKzGsGdPEVQNjYO8Zra,"Universal Music AS",NOACP9409010
2146,"Duett","Jan Werner, Elisabeth Andreassen",147,3B,44,2023-06-23,03:13,6,"norwegian pop, christmas, dansband","Pop","Stemninger",1994-01-01,26,48,0,10,0,10,-9,C♯/D♭,4,2RExZaMDZJALUUlckhlfXV,"Universal Music AS",NOACP9409010
2147,"Where Is The Sun","Willeke Alberti",72,6B,31,2023-06-23,03:32,1,"hollands, nederpop","","Zomaar Mijn Dag",1994-01-01,20,74,0,17,0,20,-13,A#/B♭,4,54hICuFWXEJB0rO8cbLj0g,"Universal Music, a division of Universal International Music BV",NLUM71600669
2148,"Rock 'n' Roll Kids","Paul Harrington, Charlie McGettigan",124,12B,26,2023-06-23,03:26,37,"","","Rock n Roll Kids",1994-00-00,71,86,0,49,0,0,-18,E,4,4qVX2nHuFlVNp6AOVrDBGb,"Rock Kids Music",QM4TX1817990
2149,"Nek' Ti bude ljubav sva","Tony Cetinski",136,10B,58,2023-06-23,02:58,17,"","","90E ljubavne",1994-00-00,47,57,0,36,0,30,-7,D,4,7ny0iVc5TzOS5tVOTc7Aze,"Scardona",HRA269480001
2150,"Ellada Hora Tou Fotos","Katy Garbi",117,11B,65,2023-06-23,02:58,28,"laïko","","Os Ton Paradiso",1993-12-17,74,8,0,65,0,30,-12,A,4,1LdcPlnSrcFVH7BLZK2bZe,"Columbia",GRS019300121
2151,"Verão","Carlos Mendes",115,5B,34,2023-06-23,02:28,0,"fado","","Os primeiros êxitos de Carlos Mendes & Fernando Tordo",1993-11-29,58,31,0,48,0,10,-9,D#/E♭,4,2rnR6kYGV7ixJqZNceIRmj,"Edições Valentim de Carvalho",PTVC16800052
2152,"Ime Anthropos Ki Ego","Evridiki",107,1A,36,2023-06-23,03:04,11,"entehno, laïko","","Misise Me",1993-11-09,61,68,0,13,0,30,-14,G#/A♭ minor,4,2H80p0x0hWWFgHve2ZBzXx,"Minos - EMI SA",GRUM71900436
2153,"Dönme Dolap","Ayşegül Aldinç, Modern Folk Üçlüsü",104,5A,87,2023-06-23,02:46,16,"turkish pop, anatolian rock","","Ali Kocatepe Şarkıları Kolleksiyon, Vol. 1",1993-11-06,63,22,0,69,0,40,-6,C minor,4,15HsrhynZIAf1XWuDcCNCy,"Bir Numara Müzik",TR2160600100
2154,"Better the Devil You Know","Sonia",79,3B,73,2023-06-23,02:35,21,"hi-nrg","Electronic","Better the Devil You Know",1993-05-24,60,2,0,81,0,40,-11,C♯/D♭,4,4z5d0yurzA3sM4wmwbEa5f,"Sony Music CG",GBARK0400011
2155,"Dschinghis Khan","Dschinghis Khan",141,9A,91,2023-06-23,03:02,42,"neue deutsche welle, schlager, schlagerparty","","Huh Hah Dschinghis Khan",1993-04-26,68,38,0,93,0,0,-8,E minor,4,0L5yDT2FsM8xPXfckmR9yE,"Jupiter",DEC717900021
2156,"In Your Eyes","Niamh Kavanagh",131,12A,53,2023-06-23,03:09,31,"","","In Your Eyes",1993-01-05,35,34,0,51,0,10,-10,C♯/D♭ minor,4,7LBBL20GLOtjBJwxgVmzPK,"Arista",GBARK0400010
2157,"Für den Frieden der Welt","Petra Frey",95,11B,80,2023-06-23,03:07,11,"schlager, schlagerparty","","Bloß Träume im Kopf",1993-01-01,56,64,0,73,0,10,-1,A,4,2rKP6qwnYffGg0iEQkYx22,"Koch Universal",DEA609400068
2158,"Vrede","Ruth Jacott",103,4B,64,2023-06-23,03:17,36,"nederpop, hollands","","Ruth Jacott",1993-01-01,67,14,0,73,0,30,-12,G#/A♭,4,1ijSg7COGeKN7Cu9ejnPet,"Universal Music, a division of Universal International Music BV",NLA950600327
2159,"Džuli","Daniel Popović",170,8B,78,2023-06-23,03:01,0,"","","20 Zlatnih Hitova",1993-01-01,58,41,0,97,0,0,-10,C,4,5UAhBZtfdgccV3nQGfyyWy,"Croatia Records",HRA048323635
2160,"Eloise","Arvingarna",133,9B,73,2023-06-23,03:08,0,"dansband, swedish pop","","Eloise",1993-00-00,69,30,0,46,0,20,-4,G,4,5Ws6u3a6SibPmJazXdEAHB,"Rockmåsen AB",SE4WJ1500201
2161,"Hombres - Remasterizado","Eva Santamaria",98,4B,98,2023-06-23,03:37,18,"","","A buen puerto (Remasterizado)",1993-00-00,82,18,0,94,0,0,-5,G#/A♭,4,0ALHAkTN6BDHppKOrGSOcL,"Legacy Recordings",ES5021900827
2162,"Under Stjernerne På Himlen","Tommy Seebach",90,7B,85,2023-06-23,02:44,39,"dansktop, dansk pop","","Under Stjernerne På Himlen",1993-00-00,56,12,0,71,0,30,-6,F,4,0ZcKEZQMJECZZZkqLYl3CR,"MBO - The Music Business Organisation A/S",DKBV79300310
2163,"Laiskotellen","Lasse Mårtenson",76,9B,14,2023-06-23,03:09,1,"iskelmä, finnish pop, finnish rock","","Lasse Mårtenson",1993-00-00,55,82,0,25,0,10,-18,G,4,26ACOyaiNueF0t2p3VxMrs,"WM Finland",FIFDP7500700
2164,"Ein Lied kann eine Brücke sein","Joy Fleming",114,9B,56,2023-06-23,03:34,0,"schlager, schlagerparty","","Joy Fleming und ihre großen Erfolge",1992-11-30,38,24,0,63,0,0,-12,G,4,3QV9DSUJl1l4IuAat9T1dP,"Global",DEC717500003
2165,"Teriazoume","Evridiki",119,3A,21,2023-06-23,03:10,1,"entehno, laïko","","Poso Ligo Me Xeris",1992-11-09,70,58,0,54,0,0,-17,A#/B♭ minor,4,3w7VIUITX8EMuonhGPiUaT,"Minos - EMI SA",GRE019100248
2166,"Why Me?","Linda Martin",152,10B,40,2023-06-23,03:24,26,"","","Why Me",1992-09-17,43,55,0,31,0,10,-11,D,4,3Y81Q8dLI74Mgi1wbXvscv,"Columbia",GBBBN9200006
2167,"Sata salamaa","Virve Rosti",134,9B,79,2023-06-23,03:04,2,"iskelmä, finnish pop, finnish rock","","20 Suosikkia / Kun Chicago kuoli",1992-06-19,64,27,0,77,0,30,-8,G,4,4yRtM86CaVPDvnHxHTFXOg,"WEA",FIFLF8700800
2168,"הורה","אבי טולדנו",117,11A,48,2023-06-23,02:56,22,"","","הלהיטים הגדולים",1992-06-01,62,39,0,86,0,30,-13,F#/G♭ minor,4,6urrsu4nNYXRfIx0d8gGsQ,"Hataklit",IL1059200097
2169,"Visjoner","Merethe Trøan",118,5A,54,2023-06-23,03:36,9,"","","Visjoner",1992-05-09,54,61,0,20,0,10,-8,C minor,4,7DTjmcf5XxCYgVZgBxlhWl,"Universal Music AS",NOUM71000171
2170,"I morgon är en annan dag","Christer Björkman",84,11B,47,2023-06-23,03:10,37,"dansband, swedish pop","","I morgon är en annan dag",1992-04-25,59,65,0,37,0,10,-11,A,4,7DqyeESnaKCwDjgmA45UFZ,"Columbia",SEBGA1600411
2171,"Wijs Me De Weg","Humphrey Campbell",120,4B,68,2023-06-23,02:55,7,"hollands, nederpop","","Wijs Me De Weg",1992-03-06,58,36,0,48,0,10,-12,G#/A♭,4,2hVNKv5797OsBC4PxnwZdz,"Dureco",NLE321800207
2172,"Todo Esto Es La Música","Serafin Zubiri",134,5A,66,2023-06-23,03:04,15,"","","Te veo con el corazón",1992-02-28,65,56,0,69,0,30,-8,C minor,4,53U4TjKYfE6h5rDVM8R2zS,"WM Spain",ES5089200149
2173,"Rücksicht","Hoffmann & Hoffmann",77,4B,53,2023-06-23,03:13,0,"schlager, schlagerparty, neue deutsche welle","","Himbeereis zum Frühstück",1992-01-12,50,34,0,56,0,10,-14,G#/A♭,4,4RWtvWgiYDyZSoQXWS7Juz,"Global",DEC718300008
2174,"Alt Det Som Ingen Ser","KENNY & LOTTE",130,12B,70,2023-06-23,03:06,31,"dansktop, dansk pop","","Alt Det Som Ingen Ser…",1992-01-01,81,31,0,93,0,10,-9,E,4,0ZPNVpZRRGmPzbE8k1qjaP,"MBO - The Music Business Organisation A/S",DKBV79200101
2175,"Just Nu","Tomas Ledin",140,8A,47,2023-06-23,03:42,0,"swedish pop, dansband","","Lookin' For A Good Time",1992-01-01,75,1,23,90,0,0,-14,A minor,4,65SBA09OxWed0kFLCyGzh8,"Universal Music Ltd.",SEAZG8423110
2176,"Melodie einer Nacht","Esther Ofarim",104,3B,34,2023-06-23,02:31,7,"","","Die Ofarim-Story",1992-01-01,45,84,0,57,0,20,-10,C♯/D♭,5,7nBEqwjxzheFxzb8Y6xqkV,"Vertigo Berlin",DEF076303810
2177,"Nei eða já","Heart 2 Heart",88,9B,71,2023-06-23,02:52,0,"new jack swing","","Time after time",1992-01-01,67,9,0,81,0,0,-9,G,4,3Q2U0VEqFtL5hnFmCigtiM,"Alda Music",ISA220800577
2178,"Dansevise","Grethe Ingmann, Jørgen Ingmann",100,8A,47,2023-06-23,02:57,30,"dansktop, dansk pop","","16 Hits",1992-00-00,43,72,0,47,0,10,-6,A minor,3,1oIVUqdVUFouSa6xsSN5aM,"Parlophone Denmark",DKABA1100812
2179,"Monté la rivie","Kali",168,8A,49,2023-06-23,03:20,14,"zouk, kompa","","Roots",1992-00-00,73,74,0,76,20,30,-13,A minor,4,7yUmWJiOOkt58GKDaAZh6T,"Hibiscus records",FR6V89201121
2180,"Lige der hvor hjertet slår","Anders Frandsen",109,5B,47,2023-06-23,03:47,28,"dansktop, dansk pop","","Anders Frandsen",1992-00-00,57,20,0,31,0,10,-8,D#/E♭,4,03fKnIb01IC1rrU0PnPbDL,"Parlophone Denmark",DKAZA1401530
2181,"Zwei kleine Italiener","Conny Froboess",98,6B,34,2023-06-23,02:45,45,"schlager, schlagerparty","","Conny's Party",1992-00-00,64,5,0,91,0,10,-13,A#/B♭,4,2v3TG35plidR486Cltpgxs,"Electrola",DEA349201332
2182,"İki Dakika","Can Uğurluel",92,8B,91,2023-06-23,02:54,0,"","","Kim Kim",1991-12-25,61,35,0,97,0,20,-1,C,4,2UrOv8NLJ9ZENE67b9QsfA,"Elenor Plak",TR4020702116
2183,"Beg Steal Or Borrow","The New Seekers",136,8B,59,2023-06-23,02:48,0,"","","Greatest Hits",1991-10-29,51,24,0,55,0,70,-12,C,4,4HebPsPBBAniv9y8NViGTa,"Universal Music B.V., The Netherlands",NLF057290004
2184,"Teriazoume","Evridiki",119,3A,24,2023-06-23,03:09,4,"entehno, laïko","","Gia Proti Fora",1991-09-28,71,62,0,40,0,0,-15,A#/B♭ minor,4,7dkWTPwpkQRkNLom5KulGB,"Minos - EMI SA",GRE019100248
2185,"Croire","Lara Fabian",89,2B,27,2023-06-23,02:44,16,"variété française, chanson, chanson québécoise","","Lara Fabian (1991)",1991-06-25,57,73,0,12,0,10,-11,F#/G♭,3,6Z7iy3XD0BF5TwnFnqpH9R,"Polydor",GBXT91410210
2186,"Fångad av en stormvind - Swedish Version","Carola",93,4B,83,2023-06-23,03:01,0,"christmas, swedish pop","Pop","Hits",1991-06-06,65,59,0,54,0,0,-8,G#/A♭,4,5I6eq9wK0SOkeUWEPHqD39,"Rival Records",SEBMI9000020
2187,"Fångad av en stormvind - Swedish Version","Carola",93,4B,83,2023-06-23,03:01,19,"christmas, swedish pop","Pop","Hits",1991-06-06,65,59,0,54,0,0,-8,G#/A♭,4,1ynNSYxc0RkdSLsKGcuODE,"Rival Records",SEBMI9000020
2188,"Gözlerinin Hapsindeyim","Kayahan",96,9A,65,2023-06-23,02:52,43,"turkish pop, arabesk","","Yemin Ettim",1991-06-03,64,6,0,83,0,10,-12,E minor,3,7B35SoCqYSOKiea23ZJ3QK,"Yaşar Kekeva Plakçılık",TR1290600056
2189,"Bailar Pegados","Sergio Dalma",144,8B,42,2023-06-23,04:36,57,"","","Sintiendonos La Piel",1991-01-01,51,53,0,22,0,10,-13,C,4,4QkQmdvFjEVvjc1ONi6t6N,"Universal Music Spain S.L.",ES5709904216
2190,"Draumur um Nínu","Eyjólfur Kristjánsson, Stefán Hilmarsson",76,10B,44,2023-06-23,02:57,0,"","","Satt og logið",1991-01-01,61,49,0,32,0,10,-12,D,4,2WeuHIjof2cHeAHmeOUlC5,"Alda Music",ISA109103004
2191,"Nina (Icelandic version)","Eyjólfur Kristjánsson, Stefán Hilmarsson",76,10B,42,2023-06-23,02:55,0,"","","Nina",1991-01-01,61,44,0,32,0,20,-12,D,4,3Wc6Te4lIC5nKRIdPKfRfR,"Alda Music",ISZ109100402
2192,"Muistojeni laulu","Laila Halme",114,11B,25,2023-06-23,02:50,1,"iskelmä","","Unohtumattomat - Iskelmiä 50- ja 60-luvulta 1",1991-00-00,30,95,5,27,0,10,-12,A,3,0Tims1bz7uG5VrLV4isIG5,"WM Finland",FIFDP6300001
2193,"White and Black Blues","Joëlle Ursull",195,12A,72,2023-06-23,03:04,28,"zouk","","Black French",1990-07-01,56,35,2,65,0,30,-17,C♯/D♭ minor,3,663Tj0JStDI8Lb7sZgKD78,"Columbia",FRZ089000200
2194,"Cinema","Paola",143,6B,55,2023-06-23,03:06,14,"schlager, schlagerparty","","Ihre Grössten Erfolge",1990-03-15,41,28,0,59,0,30,-10,A#/B♭,4,39IsliEnM6aXzHuUc1moW0,"Columbia",DEE868000239
2195,"Nacida para amar (Eurovisión 1989)","Nina",85,9B,44,2023-06-23,03:00,15,"","","Una mujer como yo",1990-02-28,34,80,0,17,0,10,-8,G,4,4HwxlORY1QAe12WtiglWt6,"WM Spain",ES5088900155
2196,"Ik Wil Alles Met Je Delen","Maywood",142,6A,46,2023-06-23,03:20,6,"nederpop, hollands","","Ik Wil Alles Met Je Delen",1990-02-20,56,54,0,30,0,20,-13,G minor,4,6u9bhny1eZmsW0gnDqNUO5,"Dureco",NLE320500078
2197,"Musik Klingt In Die Welt","Egon Egemann",120,10B,42,2023-06-23,03:09,5,"","","Musik klingt in die Welt",1990-02-15,63,36,0,26,0,0,-14,D,4,6ww2iRUqaDym9oX2ePGfJ2,"iMD-Egemann Music",CH6541682458
2198,"I Can't Live Without Music - Grand Prix-Version","Corinna May, Queensize, Nadine, Phillyz",125,8B,94,2023-06-23,03:02,11,"schlager, kizomba","","I Can't Live Without Music",1990-01-01,65,2,0,21,0,30,-4,C,4,5IROAcwb8g7qrhpEukKMzM,"Jupiter",DEC710200032
2199,"Eitt lag enn","Stjórnin",148,7B,62,2023-06-23,02:54,0,"","","Eitt lag enn",1990-01-01,61,20,0,87,0,30,-12,F,4,60RuosVixhawXh4M3fDq5y,"Alda Music",ISA109000401
2200,"Macédomienne - Eurovision 1990","Philippe Lafontaine",126,8A,63,2023-06-23,02:50,15,"variété française, chanson, chanson québécoise","","Macédomienne (Eurovision 1990)",1990-01-01,69,44,0,46,0,30,-7,A minor,4,2B7ZnHMgayT9EEV5qN2YqV,"Musiques & Solutions",BEX259000002
2201,"Door De Wind","Ingeborg",127,3B,49,2023-06-23,02:59,0,"","","Voor één Seconde",1990-01-01,67,49,0,62,0,0,-10,C♯/D♭,4,5eAOvEd5GqKdRTgNYsAAmW,"HKM Records nv",BEJ010400084
2202,"Hajde Da Ludujemo","Tajci",130,5B,94,2023-06-23,03:02,0,"","","Hajde Da Ludujemo",1990-01-01,72,40,0,95,0,0,-3,D#/E♭,4,2jEBdBbgODqNlhpv4DlXlv,"Croatia Records",HRA049022067
2203,"Bandido","Azucar Moreno",128,3B,82,2023-06-23,03:02,46,"flamenco","","Bandido",1990-00-00,74,4,0,80,0,80,-9,C♯/D♭,4,2rHhKu1hW8uqyr7LSrRn8E,"Epic",ES5119000008
2204,"Boom Bang a Bang","Lulu",183,6B,58,2023-06-23,02:22,34,"","","I'm A Tiger",1989-12-01,37,12,0,67,0,0,-10,A#/B♭,3,0vaRIQTdMIEnXjhWlVS95p,"PMI Digital",GBAYE6900136
2205,"Nur die Liebe lässt uns leben","Mary Roos",98,12B,48,2023-06-23,03:10,1,"schlager, schlagerparty","","Die Grossen Erforlge",1989-09-19,49,56,0,84,0,60,-10,E,4,7rZSfSI1UK1TrfEjPP5oSd,"Columbia",DEE866700040
2206,"Congratulations","Cliff Richard",93,12B,68,2023-06-23,02:31,39,"christmas","Pop","40 Golden Greats",1989-06-12,48,13,0,96,0,0,-5,E,4,1ZfbMOw5VSh5Qqr8hgLCkJ,"Parlophone UK",GBAYE6800082
2207,"A Tourada","Carlos Mendes, Fernando Tordo",89,11B,31,2023-06-23,02:23,0,"fado","","Só Nós Três",1989-06-06,46,54,0,62,0,70,-18,A,4,4A5LT0F52MwBDGYxmsDlH3,"VC, S.A.",QZES72120262
2208,"Gente di mare","Umberto Tozzi, Raf",174,12B,34,2023-06-23,03:58,0,"italian singer-songwriter, italo disco","Electronic, Pop","Seine groessten erfolge -Ti amo",1989-05-01,47,49,0,39,0,10,-10,E,3,79ncJXSGJWqLXUxRXgvfLC,"CGD/EastWest Italy",ITR008700181
2209,"Flieger","Nino de Angelo",116,10B,72,2023-06-23,03:09,38,"schlager, schlagerparty, neue deutsche welle, german pop","","Flieger",1989-03-31,43,5,0,35,0,60,-7,D,4,1NykPmcn7onKXOX6epi4ag,"WM Germany",DEA629251610
2210,"Rock Me","Riva",149,5B,92,2023-06-23,02:43,0,"","","Rock Me",1989-01-01,58,18,0,94,0,10,-6,D#/E♭,4,6t8m9JpxoBHrETKYjtrCY3,"Croatia Records",HRA048918172
2211,"Rock Me","Riva",149,5B,92,2023-06-23,02:43,0,"","","Rock Me",1989-01-01,58,18,0,94,0,10,-6,D#/E♭,4,0TSIDFxw5GrY3KLxgPfDqP,"Croatia Records",HRA048918172
2212,"Le dernier qui a parlé","Amina",91,7B,42,2023-06-23,03:17,0,"","","Yalil",1989-00-00,53,64,0,34,0,10,-12,F,4,17NDMEcgy7MthcvQfSjDUj,"Mercury",FRZ039100330
2213,"Blijf Zoals Je Bent","Justine",75,8B,49,2023-06-23,03:16,10,"","","Blijf Zoals Je Bent",1989-00-00,50,52,0,41,0,20,-12,C,4,1HHgg5Tlf2U9z7vN8Y4OqA,"CNR Music",NLA241800357
2214,"La Dolce Vita","Anneli Saaristo",103,6A,61,2023-06-23,02:47,11,"iskelmä","","La Dolce Vita",1989-00-00,65,77,0,75,0,10,-11,G minor,4,1oasHUAT1Bsd2BzCat6LfR,"Fifty-Fifty Records",FIFFR8900001
2215,"Apopse As Vrethoume","Giannis Savvidakis",94,8B,46,2023-06-23,03:03,0,"entehno, laïko","","Giannis Savvidakis No.1",1989-00-00,54,50,0,44,0,10,-11,C,4,4jusIKatqpPsp6leQnN8lx,"Cobalt Music - Helladisc S.A [GR]",GRPO19800043
2216,"Boum Badaboum","Los Stop",133,10A,72,2023-06-23,02:09,0,"","","La, La, La / El Ultimo Tren A Clarksville / El Turista 1.999.999 / Molino Al Viento",1989-00-00,66,62,0,72,0,20,-4,B minor,4,2Wp2LlVQWzDOGZoeNbllQs,"Divucsa",ES7580501209
2217,"Le dernier qui a parlé","Amina",91,7B,42,2023-06-23,03:17,25,"chicago house","","Yalil",1989-00-00,53,64,0,34,0,10,-12,F,4,2AQeZPzV3cRMuqQrKMVwTK,"Universal Music Division Mercury Records",FRZ039100330
2218,"L'oiseau et l'enfant","Marie Myriam",103,10B,24,2023-06-23,03:03,47,"chanson, variété française","","Sentimentale",1988-03-15,74,85,0,34,0,10,-15,D,4,7Hy0CZtFcREucLDXB5jp6m,"Laureen Music",FRZ988800040
2219,"Shangri-La - Dutch Version","Gerard Joling",143,12A,75,2023-06-23,03:05,0,"hollands, nederpop","","Shangri-La (Eurovision Song Contest)",1988-03-04,48,11,0,56,0,0,-4,C♯/D♭ minor,4,6j24FlbHizksvYOULkUlYg,"YAYA",NLC261900076
2220,"Shangri-La - Eurovision Song Contest","Gerard Joling",142,12A,55,2023-06-23,03:06,0,"hollands, nederpop","","Shangri-La (Eurovision Song Contest 1988)",1988-03-01,51,20,0,58,0,0,-8,C♯/D♭ minor,4,2AqaAh15cQjBhHcQ5fbzz4,"YAYA",NLC261000001
2221,"Vivo","Luca Barbarossa",128,12B,62,2023-06-23,04:58,5,"italian singer-songwriter, singer-songwriter","","Non Tutti Gli Uomini",1988-02-26,74,72,0,91,0,20,-15,E,4,0JgPBnfEK0A4ZkuubBhm1E,"Columbia",ITM009001347
2222,"Chanteur de charme","Gérard Lenorman",121,10B,79,2023-06-23,04:09,0,"chanson, variété française","","Heureux qui communique",1988-01-01,64,31,0,70,0,30,-9,D,4,39T21TxsHvmRGotQhg4Blb,"GL Productions",FRW338810601
2223,"A Ti Si Mangup","Srebrna Krila",117,9B,72,2023-06-23,03:01,0,"","","Mangup",1988-01-01,91,48,0,97,0,0,-4,G,4,3zh3FHL75WlRJKYJiGtWYN,"Croatia Records",HRA048814692
2224,"Chanteur de charme","Gérard Lenorman",121,10B,79,2023-06-23,04:09,0,"chanson, variété française","","Heureux qui communique",1988-01-01,64,31,0,70,0,30,-9,D,4,6tO8muTRnYClI8hhcTzn8u,"GL Productions",FRW338810601
2225,"בן אדם","Yardena Arazi",141,5A,49,2023-06-23,03:03,0,"mizrahi","","עוד יום אחד",1988-01-01,45,58,0,75,0,30,-12,C minor,4,2r1NyQTpUhYfDakUFwXIi3,"Helicon Music",IL1038805228
2226,"Einmal sehen wir uns wieder","Lale Andersen",78,9B,27,2023-06-23,02:27,1,"schlager, schlagerparty","","Gold Collection",1988-01-01,37,47,0,56,0,0,-12,G,4,05aoRUjUQTFOpA0WOYFSLk,"Electrola",DEA346100612
2227,"For Vår Jord","Karoline Krüger",140,11B,37,2023-06-23,03:04,0,"norwegian pop","","Fasetter",1988-00-00,61,62,0,39,0,0,-13,A,4,2vL91cQuCDEvH4kCeQomMp,"Krügersang",NOJUA5801060
2228,"Made in Spain  La chica que yo quiero ","La Decada Prodigiosa",102,9A,97,2023-06-23,02:55,27,"","","Los Años 80 Por...",1988-00-00,72,6,0,82,0,20,-6,E minor,4,7Hxcn0fSBRA9M13BpdwjCP,"Parlophone Spain",ES5088700072
2229,"For Vår Jord","Karoline Krüger",140,11B,37,2023-06-23,03:04,24,"norwegian pop","","Fasetter",1988-00-00,61,62,0,39,0,0,-13,A,4,6GyfAKisndo4YbOZ9K2NmB,"Mudi",NOJUA5801060
2230,"Nauravat silmät muistetaan","Boulevard",105,8B,64,2023-06-23,02:53,9,"iskelmä","","Nauravat silmät muistetaan",1988-00-00,40,18,0,88,0,10,-9,C,3,4JFZVi43Nx8Hn8ROwA46NK,"WM Finland",FIWMA0500170
2231,"Mitt Liv","Kate Gulbrandsen",167,3B,56,2023-06-23,03:03,0,"norwegian pop","","Mitt Liv",1987-02-03,52,55,0,43,0,30,-8,C♯/D♭,4,1FEXfm1dGlB1u6YBBVagRe,"Music 4me",FR59R2353565
2232,"Fyra Bugg & en Coca-Cola","Lotta Engberg",84,5B,94,2023-06-23,02:58,37,"dansband, christmas","Pop","Fyra bugg & en Coca-Cola",1987-01-01,57,52,0,97,0,40,-5,D#/E♭,4,4UuKT9xgMQQUPD3VWRGLJb,"WM Sweden",SEPQM0610789
2233,"Only the Light","Rikki Peebles",144,12B,68,2023-06-23,07:31,0,"hi-nrg, italo disco","Electronic, Pop","Only the Light",1987-01-01,56,0,5,96,0,30,-14,E,4,1vveT4yOynCgcmITK3im4Z,"OK",GBAAU8705103
2234,"Only the Light","Rikki Peebles",144,12B,68,2023-06-23,07:31,6,"hi-nrg, italo disco","Electronic, Pop","Only the Light",1987-01-01,56,0,5,96,0,30,-14,E,4,3xoR8ve9zORjYJM6sA5qgH,"OK",GBAAU8705103
2235,"Mitt Liv","Kate Gulbrandsen",83,3B,42,2023-06-23,03:04,0,"norwegian pop","","The Beauty and the Beat",1987-01-01,60,52,0,43,0,30,-13,C♯/D♭,4,2QCnfSFvALNfcjQ8wBkqLU,"Music 4me",FRX872208489
2236,"Halley","Klips ve Onlar",95,6B,89,2023-06-23,02:57,0,"","","Halley",1987-00-00,65,27,0,71,0,0,-6,A#/B♭,4,5u5OOrDtAOQP6mAaEgko3G,"Türkofon GmbH",BGA471922408
2237,"Stop","BANG!, Thanos Kalliris",172,6B,80,2023-06-23,02:58,2,"laïko","","STOP",1987-00-00,58,15,0,95,10,0,-7,A#/B♭,4,29A56k3YyNvbZNdu8iRBTa,"Cobalt Music - Helladisc S.A. (GR)",GRUN10300293
